Dept,Category,SubCategory,ITEM,SUPPLIER,ORIGIN_COUNTRY_ID,LOC,store,Country,State,District,year,month,week,Transaction Date,Item Cost,Original Retail,Sales Retail,finalRetailPrice,AV_COST,STOCK_ON_HAND,salesQuantity,Gross Margin%,Markdown,Markdown % (Discount),Margin,Margin% (on Selling Price),Markup% (on Avg Cost),Inv Turns,Inventory Classification(A/B/C),Size Profile,SELLING_UOM,ITEM_PARENT,ITEM_GRANDPARENT,PACK_IND,ITEM_LEVEL,TRAN_LEVEL,DIFF_1,DIFF_1_AGGREGATE_IND,DIFF_2,DIFF_2_AGGREGATE_IND,DIFF_3,DIFF_3_AGGREGATE_IND,DIFF_4,DIFF_4_AGGREGATE_IND,STATUS,Description,Secondary Description,SHORT_DESC,DESC_UP,RETAIL_ZONE_GROUP_ID,Cost Zone Group ID,STANDARD_UOM,MERCHANDISE_IND,ORIGINAL_RETAIL,MFG_REC_RETAIL,CATCH_WEIGHT_IND,SIMPLE_PACK_IND,SELLABLE_IND,ORDERABLE_IND,PACK_TYPE,CREATE_DATETIME,CHECK_UDA_IND,INVENTORY_IND,LOC_TYPE,MULTI_UNITS,MULTI_UNIT_RETAIL,MULTI_SELLING_UOM,SELLING_UOM,CLEAR_IND,TAXABLE_IND,LOCAL_ITEM_DESC,LOCAL_SHORT_DESC,TI,HI,STORE_ORD_MULT,STATUS,Transaction Date,DAILY_WASTE_PCT,MEAS_OF_EACH,MEAS_OF_PRICE,UOM_OF_PRICE,PRIMARY_VARIANT,PRIMARY_COST_PACK,PRIMARY_SUPP,PRIMARY_CNTRY,RECEIVE_AS_TYPE,INBOUND_HANDLING_DAYS,SOURCE_METHOD,SOURCE_WH,STORE_PRICE_IND,UIN_TYPE,UIN_LABEL,CAPTURE_TIME,EXT_UIN_IND,ITEM_PARENT,ITEM_GRANDPARENT,SOH_UPDATE_DATETIME,LAST_HIST_EXPORT_DATE,IN_TRANSIT_QTY,PACK_COMP_INTRAN,PACK_COMP_SOH,TSF_RESERVED_QTY,PACK_COMP_RESV,TSF_EXPECTED_QTY,PACK_COMP_EXP,RTV_QTY,NON_SELLABLE_QTY,CUSTOMER_RESV,CUSTOMER_BACKORDER,PACK_COMP_CUST_RESV,PACK_COMP_CUST_BACK,FIRST_RECEIVED,LAST_RECEIVED,QTY_RECEIVED,FIRST_SOLD,LAST_SOLD,QTY_SOLD,PRIMARY_SUPP,PRIMARY_CNTRY,AVERAGE_WEIGHT,FINISHER_AV_RETAIL,FINISHER_UNITS,PACK_COMP_NON_SELLABLE
1011,1013,1019,100241879,11101,US,2234,High Street,India,Karnataka,Bangalore,2014,9,15,,0,0,0,0,1,2000,1,#DIV/0!,0.00,0.00,-1.00,#DIV/0!,-100.00,0.000000,,36.00,EA,100241872,,N,2,2,,N,,N,,N,,N,A,abd,,abd,ABD,1,1000,EA,Y,0,,N,N,Y,Y,,21 Mar 13,,Y,S,,,,EA,N,Y,Fashion Item:black:small,Fashion Item:black:small,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,US,,,,0
3330,3331,3331,100230343,33302,IN,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,8,23,,100,125,125,112.5,100,2500,1,0.00,12.50,0.13,25.00,20.00,25.00,0.000400,,38.00,EA,,,N,1,1,,N,,N,,N,,N,A,SEQA_13.2.6_Staple item2,,SEQA_13.2.6_Staple item2,SEQA_13.2.6_STAPLE ITEM2,1,1000,EA,Y,125,10,N,N,Y,Y,,1 Mar 13,Y,Y,S,,,,EA,N,Y,rs trail item 5,rs trail item 5,1,1,E,A,28 May 13,,,,,,,33302,IN,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
5055,5056,5056,100232334,11101,CA,2235,Neighbourhood Store,India,Karnataka,Mysore,2014,7,7,,300,375,375,337.5,100,100000,1,0.01,37.50,0.38,275.00,73.33,275.00,0.000030,,37.00,EA,,,N,1,1,,N,,N,,N,,N,A,reg,,reg,REG,1,1000,EA,Y,375,,N,N,Y,Y,,6 Mar 13,Y,Y,S,,,,EA,N,Y,reg,reg,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
3330,3331,3332,100230037,11101,IN,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,10,48,,200,250,250,225,2,1800,1,0.01,25.00,0.25,248.00,99.20,12400.00,0.055556,,37.00,EA,,,N,1,1,,N,,N,,N,,N,A,rs trail item 5,,rs trail item 5,RS TRAIL ITEM 5,1,1000,EA,Y,250,,N,N,Y,Y,,28 Feb 13,Y,Y,S,,,,KG,N,Y,cw1,cw1,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,IN,,,,0
1110,1111,1114,100229834,11101,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,4,23,,100,125,125,112.5,100,150,2,0.00,12.50,0.13,25.00,20.00,25.00,0.013333,,29.00,EA,,,N,1,1,,N,,N,,N,,N,A,deposit return,,deposit return,DEPOSIT RETURN,1,1000,EA,Y,125,,N,N,Y,N,,28 Feb 13,,Y,S,,,,EA,N,Y,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,3,4,E,A,28 May 13,,,,,,,33301,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1110,1112,1115,100231935,22202,CA,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,10,19,,102,127.5,127.5,114.75,20,100,1,0.01,12.75,0.13,107.50,84.31,537.50,0.051000,,30.00,EA,,,Y,1,1,,N,,N,,N,,N,A,Electric Bulbs,,Electric Bulbs,ELECTRIC BULBS,1,,EA,Y,127.5,10,N,N,Y,Y,B,6 Mar 13,,Y,S,,,,EA,N,Y,item_pak_size_10,item_pak_size_10,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1011,1013,1019,100233250,22202,IN,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,1,22,,101,126.25,126.25,113.625,1,0,-1,0.01,12.63,0.13,125.25,99.21,12525.00,#DIV/0!,,34.00,EA,,,N,1,1,,N,,N,,N,,N,A,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,AIP - MODULAR KITCHEN SETUP,1,1000,EA,Y,126.25,100,N,N,Y,Y,,8 Mar 13,Y,Y,S,,,,EA,N,Y,reg,reg,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33301,US,,,,0
1110,1111,1114,100232739,22202,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2014,9,32,,100,125,125,112.5,100,10,1,0.00,12.50,0.13,25.00,20.00,25.00,0.100000,,36.00,EA,,,N,1,1,,N,,N,,N,,N,A,cw1,,cw1,CW1,1,1000,KG,Y,125,,Y,N,Y,Y,,7 Mar 13,,Y,S,,,,EA,N,Y,new 2,new 2,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
4045,4046,4047,100237744,33301,CA,2235,Neighbourhood Store,India,Karnataka,Mysore,2014,12,5,,402,502.5,502.5,452.25,1,25,-1,0.01,50.25,0.50,501.50,99.80,50150.00,-16.080000,,40.00,KG,,,N,1,1,,N,,N,,N,,N,A,Consignment_44223,,Consignment_44223,CONSIGNMENT_44223,1,1000,EA,Y,502.5,100,N,N,Y,N,,15 Mar 13,,N,S,,,,EA,N,Y,new 6,new 6,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,US,,,,0
5055,5056,5056,100236463,33301,IN,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,5,41,,400,500,500,450,10,160,1,0.01,50.00,0.50,490.00,98.00,4900.00,0.250000,,28.00,EA,,,Y,1,1,,N,,N,,N,,N,A,sp,,sp,SP,1,1000,EA,Y,500,1232,N,Y,Y,Y,V,14 Mar 13,N,Y,S,,,,EA,N,Y,new 10,new 10,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100240648,33301,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,1,51,,401,501.25,501.25,451.125,10,200,-1,0.01,50.13,0.50,491.25,98.00,4912.50,-0.200500,,26.00,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item1,,test pos item1,TEST POS ITEM1,1,1000,EA,Y,501.25,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I9,I9,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100240649,44401,CA,2235,Neighbourhood Store,India,Karnataka,Mysore,2014,4,1,,503,628.75,628.75,565.875,10,0,1,0.01,62.88,0.63,618.75,98.41,6187.50,#DIV/0!,,30.00,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item2,,test pos item2,TEST POS ITEM2,1,1000,EA,Y,628.75,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I11,I11,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100240650,44401,IN,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,12,2,,501,626.25,626.25,563.625,10,0,1,0.01,62.63,0.63,616.25,98.40,6162.50,#DIV/0!,,25.00,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item2,,test pos item2,TEST POS ITEM2,1,1000,EA,Y,626.25,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I12,I12,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100242045,44401,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,7,2,,500,625,625,562.5,10,100,5,0.25,62.50,0.63,615.00,98.40,6150.00,2.500000,,31.00,EA,,,Y,1,1,,N,,N,,N,,N,A,test complex pack,,test complex pack,TEST COMPLEX PACK,1,1000,EA,Y,625,,N,N,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,xperiaT,xperiaT,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,100266151,,18 Jun 13,,0,0,0,0,0,0,0,0,10,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100242746,11101,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2014,4,39,,0,0,0,0,10,500,5,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,27.00,EA,,,N,1,1,,N,,N,,N,,N,A,supp exp,,supp exp,SUPP EXP,1,1000,EA,Y,0,,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,White:small,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,100266151,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
5055,5056,5056,100242745,33301,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2014,5,14,,50,62.5,62.5,56.25,10,225,6,0.30,6.25,0.06,52.50,84.00,525.00,0.133333,,32.00,EA,,,N,1,1,,N,,N,,N,,N,A,reg,,reg,REG,1,1000,EA,Y,62.5,,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,White:medium,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,100266151,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1110,1111,1114,100241894,11101,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,8,11,,100,125,125,112.5,100,556,-7,0.05,12.50,0.13,25.00,20.00,25.00,-0.012590,,34.00,EA,,,Y,1,1,,N,,N,,N,,N,A,Deposit complex pack,,Deposit complex pack,DEPOSIT COMPLEX PACK,1,1000,EA,Y,125,,N,N,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,black:small,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1110,1111,1114,100242951,11101,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,8,35,,0,0,0,0,10,590,10,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,38.00,EA,,,N,1,1,,N,,N,,N,,N,A,oracle,,oracle,ORACLE,1,1000,EA,Y,0,11,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,black:medium,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,44401,US,,,,0
1011,1013,1019,100241867,11101,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2014,10,12,,0,0,0,0,10,1090,-10,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,24.00,EA,,,Y,1,1,,N,,N,,N,,N,A,simple pack,,simple pack,SIMPLE PACK,1,1000,EA,Y,0,,N,Y,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,Fashion Item:White:small,Fashion Item:White:small,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,44401,US,,,,0
1011,1013,1019,100241879,11101,US,2235,Neighbourhood Store,India,Karnataka,Mysore,2013,4,51,,0,0,0,0,1,2000,1,#DIV/0!,0.00,0.00,-1.00,#DIV/0!,-100.00,0.000000,,27.00,EA,100241872,,N,2,2,,N,,N,,N,,N,A,abd,,abd,ABD,1,1000,EA,Y,0,,N,N,Y,Y,,21 Mar 13,,Y,S,,,,EA,N,Y,Fashion Item:black:small,Fashion Item:black:small,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,US,,,,0
3330,3331,3331,100230343,33302,IN,2236,Mall Store,India,Karnataka,Hubli,2014,4,42,,100,125,125,112.5,100,2500,3,0.01,12.50,0.13,25.00,20.00,25.00,0.001200,,33.00,EA,,,N,1,1,,N,,N,,N,,N,A,SEQA_13.2.6_Staple item2,,SEQA_13.2.6_Staple item2,SEQA_13.2.6_STAPLE ITEM2,1,1000,EA,Y,125,10,N,N,Y,Y,,1 Mar 13,Y,Y,S,,,,EA,N,Y,rs trail item 5,rs trail item 5,1,1,E,A,28 May 13,,,,,,,33302,IN,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
5055,5056,5056,100232334,11101,CA,2236,Mall Store,India,Karnataka,Hubli,2013,10,41,,300,375,375,337.5,100,100000,5,0.18,37.50,0.38,275.00,73.33,275.00,0.000150,,38.00,EA,,,N,1,1,,N,,N,,N,,N,A,reg,,reg,REG,1,1000,EA,Y,375,,N,N,Y,Y,,6 Mar 13,Y,Y,S,,,,EA,N,Y,reg,reg,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
3330,3331,3332,100230037,11101,IN,2236,Mall Store,India,Karnataka,Hubli,2014,12,51,,200,250,250,225,2,1800,5,0.25,25.00,0.25,248.00,99.20,12400.00,0.277778,,41.00,EA,,,N,1,1,,N,,N,,N,,N,A,rs trail item 5,,rs trail item 5,RS TRAIL ITEM 5,1,1000,EA,Y,250,,N,N,Y,Y,,28 Feb 13,Y,Y,S,,,,KG,N,Y,cw1,cw1,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,IN,,,,0
1110,1111,1114,100229834,11101,US,2236,Mall Store,India,Karnataka,Hubli,2014,11,31,,100,125,125,112.5,100,150,10,0.11,12.50,0.13,25.00,20.00,25.00,0.066667,,27.00,EA,,,N,1,1,,N,,N,,N,,N,A,deposit return,,deposit return,DEPOSIT RETURN,1,1000,EA,Y,125,,N,N,Y,N,,28 Feb 13,,Y,S,,,,EA,N,Y,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,3,4,E,A,28 May 13,,,,,,,33301,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1110,1112,1115,100231935,22202,CA,2236,Mall Store,India,Karnataka,Hubli,2013,8,32,,102,127.5,127.5,114.75,20,100,-5,0.21,12.75,0.13,107.50,84.31,537.50,-0.255000,,26.00,EA,,,Y,1,1,,N,,N,,N,,N,A,Electric Bulbs,,Electric Bulbs,ELECTRIC BULBS,1,,EA,Y,127.5,10,N,N,Y,Y,B,6 Mar 13,,Y,S,,,,EA,N,Y,item_pak_size_10,item_pak_size_10,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1011,1013,1019,100233250,22202,IN,2236,Mall Store,India,Karnataka,Hubli,2014,4,30,,101,126.25,126.25,113.625,1,0,1,0.01,12.63,0.13,125.25,99.21,12525.00,#DIV/0!,,26.00,EA,,,N,1,1,,N,,N,,N,,N,A,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,AIP - MODULAR KITCHEN SETUP,1,1000,EA,Y,126.25,100,N,N,Y,Y,,8 Mar 13,Y,Y,S,,,,EA,N,Y,reg,reg,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33301,US,,,,0
1110,1111,1114,100232739,22202,US,2236,Mall Store,India,Karnataka,Hubli,2013,3,6,,100,125,125,112.5,100,10,1,0.00,12.50,0.13,25.00,20.00,25.00,0.100000,,31.00,EA,,,N,1,1,,N,,N,,N,,N,A,cw1,,cw1,CW1,1,1000,KG,Y,125,,Y,N,Y,Y,,7 Mar 13,,Y,S,,,,EA,N,Y,new 2,new 2,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
4045,4046,4047,100237744,33301,CA,2236,Mall Store,India,Karnataka,Hubli,2014,7,5,,402,502.5,502.5,452.25,1,25,1,0.01,50.25,0.50,501.50,99.80,50150.00,16.080000,,41.00,KG,,,N,1,1,,N,,N,,N,,N,A,Consignment_44223,,Consignment_44223,CONSIGNMENT_44223,1,1000,EA,Y,502.5,100,N,N,Y,N,,15 Mar 13,,N,S,,,,EA,N,Y,new 6,new 6,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,US,,,,0
5055,5056,5056,100236463,33301,IN,2236,Mall Store,India,Karnataka,Hubli,2014,4,1,,400,500,500,450,10,160,1,0.01,50.00,0.50,490.00,98.00,4900.00,0.250000,,25.00,EA,,,Y,1,1,,N,,N,,N,,N,A,sp,,sp,SP,1,1000,EA,Y,500,1232,N,Y,Y,Y,V,14 Mar 13,N,Y,S,,,,EA,N,Y,new 10,new 10,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100240648,33301,US,2236,Mall Store,India,Karnataka,Hubli,2014,3,47,,401,501.25,501.25,451.125,10,200,1,0.01,50.13,0.50,491.25,98.00,4912.50,0.200500,,24.00,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item1,,test pos item1,TEST POS ITEM1,1,1000,EA,Y,501.25,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I9,I9,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100240649,44401,CA,2236,Mall Store,India,Karnataka,Hubli,2014,8,13,,503,628.75,628.75,565.875,10,0,1,0.01,62.88,0.63,618.75,98.41,6187.50,#DIV/0!,,33.00,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item2,,test pos item2,TEST POS ITEM2,1,1000,EA,Y,628.75,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I11,I11,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100240650,44401,IN,2236,Mall Store,India,Karnataka,Hubli,2013,1,30,,501,626.25,626.25,563.625,10,0,1,0.01,62.63,0.63,616.25,98.40,6162.50,#DIV/0!,,26.00,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item2,,test pos item2,TEST POS ITEM2,1,1000,EA,Y,626.25,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I12,I12,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100242045,44401,US,2236,Mall Store,India,Karnataka,Hubli,2013,5,43,,500,625,625,562.5,10,100,3,0.09,62.50,0.63,615.00,98.40,6150.00,1.500000,,35.00,EA,,,Y,1,1,,N,,N,,N,,N,A,test complex pack,,test complex pack,TEST COMPLEX PACK,1,1000,EA,Y,625,,N,N,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,xperiaT,xperiaT,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,100266151,,18 Jun 13,,0,0,0,0,0,0,0,0,10,0,0,0,0,,,,,,,22201,US,,,,0
1011,1013,1019,100242746,11101,US,2236,Mall Store,India,Karnataka,Hubli,2013,3,25,,0,0,0,0,10,500,-1,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,29.00,EA,,,N,1,1,,N,,N,,N,,N,A,supp exp,,supp exp,SUPP EXP,1,1000,EA,Y,0,,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,White:small,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,100266151,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
5055,5056,5056,100242745,33301,US,2236,Mall Store,India,Karnataka,Hubli,2014,6,31,,50,62.5,62.5,56.25,10,225,-1,0.01,6.25,0.06,52.50,84.00,525.00,-0.022222,,32.00,EA,,,N,1,1,,N,,N,,N,,N,A,reg,,reg,REG,1,1000,EA,Y,62.5,,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,White:medium,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,100266151,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1110,1111,1114,100241894,11101,US,2236,Mall Store,India,Karnataka,Hubli,2013,9,22,,100,125,125,112.5,100,556,1,0.00,12.50,0.13,25.00,20.00,25.00,0.001799,,38.00,EA,,,Y,1,1,,N,,N,,N,,N,A,Deposit complex pack,,Deposit complex pack,DEPOSIT COMPLEX PACK,1,1000,EA,Y,125,,N,N,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,black:small,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1110,1111,1114,100242951,11101,US,2236,Mall Store,India,Karnataka,Hubli,2013,3,3,,0,0,0,0,10,590,1,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,42.00,EA,,,N,1,1,,N,,N,,N,,N,A,oracle,,oracle,ORACLE,1,1000,EA,Y,0,11,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,black:medium,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,44401,US,,,,0
1011,1013,1019,100241867,11101,US,2236,Mall Store,India,Karnataka,Hubli,2013,11,44,,0,0,0,0,10,1090,1,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,39.00,EA,,,Y,1,1,,N,,N,,N,,N,A,simple pack,,simple pack,SIMPLE PACK,1,1000,EA,Y,0,,N,Y,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,Fashion Item:White:small,Fashion Item:White:small,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,44401,US,,,,0
1011,1013,1019,100241879,11101,US,2236,Mall Store,India,Karnataka,Hubli,2013,4,6,,0,0,0,0,1,2000,-1,#DIV/0!,0.00,0.00,-1.00,#DIV/0!,-100.00,0.000000,,27.00,EA,100241872,,N,2,2,,N,,N,,N,,N,A,abd,,abd,ABD,1,1000,EA,Y,0,,N,N,Y,Y,,21 Mar 13,,Y,S,,,,EA,N,Y,Fashion Item:black:small,Fashion Item:black:small,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,US,,,,0
3330,3331,3331,100230343,33302,IN,2237,Store in Store,India,Karnataka,Hubli,2013,5,9,,100,125,125,112.5,100,2500,-1,0.00,12.50,0.13,25.00,20.00,25.00,-0.000400,,40.00,EA,,,N,1,1,,N,,N,,N,,N,A,SEQA_13.2.6_Staple item2,,SEQA_13.2.6_Staple item2,SEQA_13.2.6_STAPLE ITEM2,1,1000,EA,Y,125,10,N,N,Y,Y,,1 Mar 13,Y,Y,S,,,,EA,N,Y,rs trail item 5,rs trail item 5,1,1,E,A,28 May 13,,,,,,,33302,IN,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
5055,5056,5056,100232334,11101,CA,2237,Store in Store,India,Karnataka,Hubli,2013,1,29,,300,375,375,337.5,100,100000,1,0.01,37.50,0.38,275.00,73.33,275.00,0.000030,,33.00,EA,,,N,1,1,,N,,N,,N,,N,A,reg,,reg,REG,1,1000,EA,Y,375,,N,N,Y,Y,,6 Mar 13,Y,Y,S,,,,EA,N,Y,reg,reg,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
